Rank,Club,Country,Level,Elo,From,To,date,updated_at
15.0,Atletico,ESP,1,1850.14306641,2025-05-11,2025-05-15,2025-05-12,2025-05-12 10:18:10
16.0,Brentford,ENG,1,1815.90881348,2025-05-11,2025-05-18,2025-05-12,2025-05-12 10:18:10
17.0,Bournemouth,ENG,1,1814.83605957,2025-05-11,2025-05-20,2025-05-12,2025-05-12 10:18:10
18.0,Man United,ENG,1,1813.18969727,2025-05-12,2025-05-16,2025-05-12,2025-05-12 10:18:10
20.0,Crystal Palace,ENG,1,1807.41723633,2025-05-12,2025-05-20,2025-05-12,2025-05-12 10:18:10
21.0,Forest,ENG,1,1806.01086426,2025-05-12,2025-05-18,2025-05-12,2025-05-12 10:18:10
24.0,Tottenham,ENG,1,1797.40991211,2025-05-12,2025-05-16,2025-05-12,2025-05-12 10:18:10
27.0,Fulham,ENG,1,1790.87646484,2025-05-11,2025-05-18,2025-05-12,2025-05-12 10:18:10
29.0,Lille,FRA,1,1786.19018555,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
30.0,Brighton,ENG,1,1785.73950195,2025-05-11,2025-05-19,2025-05-12,2025-05-12 10:18:10
32.0,Bilbao,ESP,1,1783.35253906,2025-05-12,2025-05-15,2025-05-12,2025-05-12 10:18:10
35.0,Betis,ESP,1,1770.00268555,2025-05-12,2025-05-15,2025-05-12,2025-05-12 10:18:10
36.0,Monaco,FRA,1,1765.98742676,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
38.0,Everton,ENG,1,1761.41479492,2025-05-11,2025-05-18,2025-05-12,2025-05-12 10:18:10
40.0,Villarreal,ESP,1,1758.09753418,2025-05-11,2025-05-14,2025-05-12,2025-05-12 10:18:10
41.0,Wolves,ENG,1,1751.54443359,2025-05-11,2025-05-20,2025-05-12,2025-05-12 10:18:10
42.0,Lyon,FRA,1,1743.01708984,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
44.0,Marseille,FRA,1,1737.31835938,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
46.0,West Ham,ENG,1,1731.83508301,2025-05-12,2025-05-18,2025-05-12,2025-05-12 10:18:10
47.0,Burnley,ENG,2,1727.2286377,2025-05-09,2025-05-31,2025-05-12,2025-05-12 10:18:10
49.0,Strasbourg,FRA,1,1726.13830566,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
50.0,Leeds,ENG,2,1719.99145508,2025-05-09,2025-05-31,2025-05-12,2025-05-12 10:18:10
51.0,Nice,FRA,1,1710.18981934,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
61.0,Valencia,ESP,1,1683.35217285,2025-05-11,2025-05-14,2025-05-12,2025-05-12 10:18:10
62.0,Sociedad,ESP,1,1681.72058105,2025-05-11,2025-05-13,2025-05-12,2025-05-12 10:18:10
63.0,Celta,ESP,1,1678.87866211,2025-05-11,2025-05-13,2025-05-12,2025-05-12 10:18:10
64.0,Brest,FRA,1,1675.10803223,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
66.0,Osasuna,ESP,1,1672.04638672,2025-05-12,2025-05-15,2025-05-12,2025-05-12 10:18:10
67.0,Lens,FRA,1,1667.52270508,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
72.0,Girona,ESP,1,1656.40698242,2025-05-11,2025-05-13,2025-05-12,2025-05-12 10:18:10
73.0,Rennes,FRA,1,1652.02453613,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
74.0,Mallorca,ESP,1,1650.66589355,2025-05-11,2025-05-14,2025-05-12,2025-05-12 10:18:10
77.0,Sevilla,ESP,1,1649.36193848,2025-05-11,2025-05-13,2025-05-12,2025-05-12 10:18:10
78.0,Espanyol,ESP,1,1649.20056152,2025-05-12,2025-05-15,2025-05-12,2025-05-12 10:18:10
80.0,Getafe,ESP,1,1644.21289062,2025-05-11,2025-05-15,2025-05-12,2025-05-12 10:18:10
83.0,Rayo Vallecano,ESP,1,1642.36022949,2025-05-10,2025-05-15,2025-05-12,2025-05-12 10:18:10
84.0,Toulouse,FRA,1,1641.68237305,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
87.0,Alaves,ESP,1,1636.48120117,2025-05-12,2025-05-14,2025-05-12,2025-05-12 10:18:10
91.0,Auxerre,FRA,1,1627.67626953,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
95.0,Ipswich,ENG,1,1610.25744629,2025-05-11,2025-05-18,2025-05-12,2025-05-12 10:18:10
,Leicester,ENG,1,1604.83935547,2025-05-12,2025-05-18,2025-05-12,2025-05-12 10:18:10
,Reims,FRA,1,1602.84277344,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
,Las Palmas,ESP,1,1596.91345215,2025-05-10,2025-05-13,2025-05-12,2025-05-12 10:18:10
,Elche,ESP,2,1589.27124023,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
,Lorient,FRA,2,1584.61950684,2025-05-11,2025-05-31,2025-05-12,2025-05-12 10:18:10
,Levante,ESP,2,1583.1262207,2025-05-11,2025-05-16,2025-05-12,2025-05-12 10:18:10
,Leganes,ESP,1,1581.57861328,2025-05-12,2025-05-14,2025-05-12,2025-05-12 10:18:10
,Nantes,FRA,1,1569.28051758,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
,Oviedo,ESP,2,1565.39904785,2025-05-12,2025-05-31,2025-05-12,2025-05-12 10:18:10
,Metz,FRA,2,1559.35766602,2025-05-11,2025-05-31,2025-05-12,2025-05-12 10:18:10
,Southampton,ENG,1,1550.05407715,2025-05-11,2025-05-18,2025-05-12,2025-05-12 10:18:10
,Le Havre,FRA,1,1539.92529297,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
,Paris FC,FRA,2,1531.41674805,2025-05-11,2025-05-31,2025-05-12,2025-05-12 10:18:10
,Angers,FRA,1,1523.69421387,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
,Sunderland,ENG,2,1523.39562988,2025-05-10,2025-05-13,2025-05-12,2025-05-12 10:18:10
,Saint-Etienne,FRA,1,1516.69824219,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
,Montpellier,FRA,1,1494.29943848,2025-05-11,2025-05-17,2025-05-12,2025-05-12 10:18:10
,Valladolid,ESP,1,1490.90637207,2025-05-11,2025-05-13,2025-05-12,2025-05-12 10:18:10
1.0,Liverpool,ENG,1,2008.65222168,2025-05-12,2025-05-19,2025-05-13,2025-05-13 10:17:37
2.0,Arsenal,ENG,1,1985.46691895,2025-05-12,2025-05-18,2025-05-13,2025-05-13 10:17:37
4.0,Paris SG,FRA,1,1948.38012695,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
5.0,Barcelona,ESP,1,1946.63098145,2025-05-12,2025-05-15,2025-05-13,2025-05-13 10:17:37
6.0,Man City,ENG,1,1945.10900879,2025-05-12,2025-05-20,2025-05-13,2025-05-13 10:17:37
7.0,Real Madrid,ESP,1,1929.76306152,2025-05-12,2025-05-14,2025-05-13,2025-05-13 10:17:37
9.0,Newcastle,ENG,1,1882.29431152,2025-05-12,2025-05-18,2025-05-13,2025-05-13 10:17:37
10.0,Chelsea,ENG,1,1880.45251465,2025-05-12,2025-05-16,2025-05-13,2025-05-13 10:17:37
11.0,Aston Villa,ENG,1,1877.17626953,2025-05-12,2025-05-16,2025-05-13,2025-05-13 10:17:37
13.0,Atletico,ESP,1,1856.0904541,2025-05-13,2025-05-15,2025-05-13,2025-05-13 10:17:37
16.0,Crystal Palace,ENG,1,1820.32299805,2025-05-12,2025-05-20,2025-05-13,2025-05-13 10:17:37
17.0,Brentford,ENG,1,1820.24365234,2025-05-12,2025-05-18,2025-05-13,2025-05-13 10:17:37
20.0,Bournemouth,ENG,1,1806.64672852,2025-05-11,2025-05-20,2025-05-13,2025-05-13 10:17:37
22.0,Forest,ENG,1,1799.74780273,2025-05-12,2025-05-18,2025-05-13,2025-05-13 10:17:37
24.0,Brighton,ENG,1,1797.86206055,2025-05-12,2025-05-19,2025-05-13,2025-05-13 10:17:37
25.0,Man United,ENG,1,1797.11877441,2025-05-12,2025-05-16,2025-05-13,2025-05-13 10:17:37
28.0,Bilbao,ESP,1,1786.69482422,2025-05-12,2025-05-15,2025-05-13,2025-05-13 10:17:37
31.0,Tottenham,ENG,1,1784.50390625,2025-05-12,2025-05-16,2025-05-13,2025-05-13 10:17:37
33.0,Everton,ENG,1,1776.24035645,2025-05-11,2025-05-18,2025-05-13,2025-05-13 10:17:37
34.0,Fulham,ENG,1,1776.05065918,2025-05-11,2025-05-18,2025-05-13,2025-05-13 10:17:37
35.0,Monaco,FRA,1,1774.39660645,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
36.0,Lille,FRA,1,1772.7755127,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
37.0,Betis,ESP,1,1765.5447998,2025-05-12,2025-05-15,2025-05-13,2025-05-13 10:17:37
38.0,Villarreal,ESP,1,1765.04553223,2025-05-12,2025-05-14,2025-05-13,2025-05-13 10:17:37
41.0,West Ham,ENG,1,1747.90551758,2025-05-12,2025-05-18,2025-05-13,2025-05-13 10:17:37
43.0,Marseille,FRA,1,1743.6340332,2025-05-12,2025-05-17,2025-05-13,2025-05-13 10:17:37
44.0,Wolves,ENG,1,1739.42175293,2025-05-12,2025-05-20,2025-05-13,2025-05-13 10:17:37
45.0,Lyon,FRA,1,1734.60778809,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
47.0,Burnley,ENG,2,1727.22851562,2025-05-09,2025-05-31,2025-05-13,2025-05-13 10:17:37
49.0,Leeds,ENG,2,1719.99133301,2025-05-11,2025-05-31,2025-05-13,2025-05-13 10:17:37
51.0,Strasbourg,FRA,1,1714.25378418,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
55.0,Nice,FRA,1,1698.52124023,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
59.0,Valencia,ESP,1,1693.02294922,2025-05-11,2025-05-14,2025-05-13,2025-05-13 10:17:37
61.0,Brest,FRA,1,1688.52270508,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
62.0,Celta,ESP,1,1684.51098633,2025-05-12,2025-05-13,2025-05-13,2025-05-13 10:17:37
63.0,Osasuna,ESP,1,1676.50439453,2025-05-12,2025-05-15,2025-05-13,2025-05-13 10:17:37
64.0,Sociedad,ESP,1,1675.7734375,2025-05-11,2025-05-13,2025-05-13,2025-05-13 10:17:37
67.0,Lens,FRA,1,1668.26477051,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
70.0,Rennes,FRA,1,1663.6932373,2025-05-12,2025-05-17,2025-05-13,2025-05-13 10:17:37
74.0,Mallorca,ESP,1,1653.79956055,2025-05-12,2025-05-14,2025-05-13,2025-05-13 10:17:37
75.0,Rayo Vallecano,ESP,1,1651.10888672,2025-05-12,2025-05-15,2025-05-13,2025-05-13 10:17:37
76.0,Girona,ESP,1,1649.45898438,2025-05-11,2025-05-13,2025-05-13,2025-05-13 10:17:37
79.0,Sevilla,ESP,1,1643.72973633,2025-05-12,2025-05-13,2025-05-13,2025-05-13 10:17:37
81.0,Espanyol,ESP,1,1640.96655273,2025-05-12,2025-05-15,2025-05-13,2025-05-13 10:17:37
82.0,Toulouse,FRA,1,1640.94030762,2025-05-12,2025-05-17,2025-05-13,2025-05-13 10:17:37
86.0,Getafe,ESP,1,1634.5423584,2025-05-12,2025-05-15,2025-05-13,2025-05-13 10:17:37
87.0,Alaves,ESP,1,1633.13916016,2025-05-12,2025-05-14,2025-05-13,2025-05-13 10:17:37
89.0,Auxerre,FRA,1,1624.61022949,2025-05-12,2025-05-17,2025-05-13,2025-05-13 10:17:37
95.0,Leicester,ENG,1,1611.10217285,2025-05-12,2025-05-18,2025-05-13,2025-05-13 10:17:37
99.0,Ipswich,ENG,1,1605.92236328,2025-05-12,2025-05-18,2025-05-13,2025-05-13 10:17:37
,Levante,ESP,2,1597.31274414,2025-05-11,2025-05-16,2025-05-13,2025-05-13 10:17:37
,Leganes,ESP,1,1589.81274414,2025-05-12,2025-05-14,2025-05-13,2025-05-13 10:17:37
,Lorient,FRA,2,1589.24755859,2025-05-11,2025-05-31,2025-05-13,2025-05-13 10:17:37
,Las Palmas,ESP,1,1588.16479492,2025-05-10,2025-05-13,2025-05-13,2025-05-13 10:17:37
,Reims,FRA,1,1586.41662598,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
,Elche,ESP,2,1575.08483887,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
,Nantes,FRA,1,1572.34643555,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
,Oviedo,ESP,2,1566.66467285,2025-05-12,2025-05-18,2025-05-13,2025-05-13 10:17:37
,Metz,FRA,2,1565.55151367,2025-05-11,2025-05-31,2025-05-13,2025-05-13 10:17:37
,Southampton,ENG,1,1557.65209961,2025-05-11,2025-05-18,2025-05-13,2025-05-13 10:17:37
,Paris FC,FRA,2,1536.79675293,2025-05-11,2025-05-31,2025-05-13,2025-05-13 10:17:37
,Angers,FRA,1,1535.57873535,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
,Le Havre,FRA,1,1533.60961914,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
,Saint-Etienne,FRA,1,1533.12451172,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
,Sunderland,ENG,2,1523.39538574,2025-05-10,2025-05-13,2025-05-13,2025-05-13 10:17:37
,Montpellier,FRA,1,1492.39086914,2025-05-11,2025-05-17,2025-05-13,2025-05-13 10:17:37
,Valladolid,ESP,1,1487.77282715,2025-05-11,2025-05-13,2025-05-13,2025-05-13 10:17:37
1.0,Liverpool,ENG,1,2008.67333984,2025-05-12,2025-05-19,2025-05-14,2025-05-14 10:17:12
2.0,Arsenal,ENG,1,1985.44604492,2025-05-12,2025-05-18,2025-05-14,2025-05-14 10:17:12
4.0,Paris SG,FRA,1,1948.38000488,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
5.0,Barcelona,ESP,1,1946.6295166,2025-05-12,2025-05-15,2025-05-14,2025-05-14 10:17:12
6.0,Man City,ENG,1,1945.0994873,2025-05-12,2025-05-20,2025-05-14,2025-05-14 10:17:12
7.0,Real Madrid,ESP,1,1929.76428223,2025-05-12,2025-05-14,2025-05-14,2025-05-14 10:17:12
9.0,Newcastle,ENG,1,1882.32299805,2025-05-12,2025-05-18,2025-05-14,2025-05-14 10:17:12
10.0,Chelsea,ENG,1,1880.4239502,2025-05-12,2025-05-16,2025-05-14,2025-05-14 10:17:12
11.0,Aston Villa,ENG,1,1877.1373291,2025-05-12,2025-05-16,2025-05-14,2025-05-14 10:17:12
13.0,Atletico,ESP,1,1856.0904541,2025-05-13,2025-05-15,2025-05-14,2025-05-14 10:17:12
16.0,Crystal Palace,ENG,1,1820.27539062,2025-05-12,2025-05-20,2025-05-14,2025-05-14 10:17:12
17.0,Brentford,ENG,1,1820.22607422,2025-05-12,2025-05-18,2025-05-14,2025-05-14 10:17:12
20.0,Bournemouth,ENG,1,1806.68591309,2025-05-11,2025-05-20,2025-05-14,2025-05-14 10:17:12
22.0,Forest,ENG,1,1799.76135254,2025-05-12,2025-05-18,2025-05-14,2025-05-14 10:17:12
24.0,Brighton,ENG,1,1797.83105469,2025-05-12,2025-05-19,2025-05-14,2025-05-14 10:17:12
25.0,Man United,ENG,1,1797.13586426,2025-05-12,2025-05-16,2025-05-14,2025-05-14 10:17:12
28.0,Bilbao,ESP,1,1786.69470215,2025-05-12,2025-05-15,2025-05-14,2025-05-14 10:17:12
31.0,Tottenham,ENG,1,1784.55163574,2025-05-12,2025-05-16,2025-05-14,2025-05-14 10:17:12
33.0,Everton,ENG,1,1776.20056152,2025-05-11,2025-05-18,2025-05-14,2025-05-14 10:17:12
34.0,Fulham,ENG,1,1776.09057617,2025-05-11,2025-05-18,2025-05-14,2025-05-14 10:17:12
35.0,Monaco,FRA,1,1774.39575195,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
36.0,Lille,FRA,1,1772.77575684,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
37.0,Betis,ESP,1,1765.5447998,2025-05-12,2025-05-15,2025-05-14,2025-05-14 10:17:12
38.0,Villarreal,ESP,1,1765.04553223,2025-05-12,2025-05-14,2025-05-14,2025-05-14 10:17:12
41.0,West Ham,ENG,1,1747.8885498,2025-05-12,2025-05-18,2025-05-14,2025-05-14 10:17:12
43.0,Marseille,FRA,1,1743.6340332,2025-05-12,2025-05-17,2025-05-14,2025-05-14 10:17:12
44.0,Wolves,ENG,1,1739.45288086,2025-05-12,2025-05-20,2025-05-14,2025-05-14 10:17:12
45.0,Lyon,FRA,1,1734.60876465,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
47.0,Burnley,ENG,2,1727.22851562,2025-05-09,2025-05-31,2025-05-14,2025-05-14 10:17:12
49.0,Leeds,ENG,2,1719.99145508,2025-05-11,2025-05-31,2025-05-14,2025-05-14 10:17:12
51.0,Strasbourg,FRA,1,1714.25390625,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
56.0,Nice,FRA,1,1698.52124023,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
59.0,Valencia,ESP,1,1693.02258301,2025-05-11,2025-05-14,2025-05-14,2025-05-14 10:17:12
61.0,Brest,FRA,1,1688.52233887,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
62.0,Celta,ESP,1,1684.51037598,2025-05-14,2025-05-18,2025-05-14,2025-05-14 10:17:12
63.0,Osasuna,ESP,1,1676.50439453,2025-05-12,2025-05-15,2025-05-14,2025-05-14 10:17:12
64.0,Sociedad,ESP,1,1675.7734375,2025-05-14,2025-05-18,2025-05-14,2025-05-14 10:17:12
67.0,Lens,FRA,1,1668.26477051,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
70.0,Rennes,FRA,1,1663.69311523,2025-05-12,2025-05-17,2025-05-14,2025-05-14 10:17:12
74.0,Mallorca,ESP,1,1653.79956055,2025-05-12,2025-05-14,2025-05-14,2025-05-14 10:17:12
75.0,Rayo Vallecano,ESP,1,1651.10888672,2025-05-12,2025-05-15,2025-05-14,2025-05-14 10:17:12
76.0,Girona,ESP,1,1649.45898438,2025-05-14,2025-05-18,2025-05-14,2025-05-14 10:17:12
79.0,Sevilla,ESP,1,1643.73034668,2025-05-14,2025-05-18,2025-05-14,2025-05-14 10:17:12
81.0,Espanyol,ESP,1,1640.96875,2025-05-12,2025-05-15,2025-05-14,2025-05-14 10:17:12
82.0,Toulouse,FRA,1,1640.94030762,2025-05-12,2025-05-17,2025-05-14,2025-05-14 10:17:12
86.0,Getafe,ESP,1,1634.54248047,2025-05-12,2025-05-15,2025-05-14,2025-05-14 10:17:12
87.0,Alaves,ESP,1,1633.13916016,2025-05-12,2025-05-14,2025-05-14,2025-05-14 10:17:12
90.0,Auxerre,FRA,1,1624.61022949,2025-05-13,2025-05-17,2025-05-14,2025-05-14 10:17:12
94.0,Leicester,ENG,1,1611.08874512,2025-05-12,2025-05-18,2025-05-14,2025-05-14 10:17:12
98.0,Ipswich,ENG,1,1605.94018555,2025-05-11,2025-05-18,2025-05-14,2025-05-14 10:17:12
,Levante,ESP,2,1597.31506348,2025-05-11,2025-05-16,2025-05-14,2025-05-14 10:17:12
,Leganes,ESP,1,1589.81054688,2025-05-12,2025-05-14,2025-05-14,2025-05-14 10:17:12
,Lorient,FRA,2,1589.24755859,2025-05-11,2025-05-31,2025-05-14,2025-05-14 10:17:12
,Las Palmas,ESP,1,1588.16479492,2025-05-14,2025-05-18,2025-05-14,2025-05-14 10:17:12
,Reims,FRA,1,1586.41662598,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
,Elche,ESP,2,1575.08251953,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
,Nantes,FRA,1,1572.34643555,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
,Oviedo,ESP,2,1566.66467285,2025-05-12,2025-05-18,2025-05-14,2025-05-14 10:17:12
,Metz,FRA,2,1565.55151367,2025-05-11,2025-05-31,2025-05-14,2025-05-14 10:17:12
,Southampton,ENG,1,1557.66174316,2025-05-11,2025-05-18,2025-05-14,2025-05-14 10:17:12
,Paris FC,FRA,2,1536.79577637,2025-05-11,2025-05-31,2025-05-14,2025-05-14 10:17:12
,Angers,FRA,1,1535.57873535,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
,Sunderland,ENG,2,1533.86437988,2025-05-14,2025-05-31,2025-05-14,2025-05-14 10:17:12
,Le Havre,FRA,1,1533.60949707,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
,Saint-Etienne,FRA,1,1533.12451172,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
,Montpellier,FRA,1,1492.39086914,2025-05-11,2025-05-17,2025-05-14,2025-05-14 10:17:12
,Valladolid,ESP,1,1487.77282715,2025-05-14,2025-05-18,2025-05-14,2025-05-14 10:17:12
1.0,Liverpool,ENG,1,2008.67333984,2025-05-12,2025-05-19,2025-05-15,2025-05-15 10:17:33
2.0,Arsenal,ENG,1,1985.44604492,2025-05-12,2025-05-18,2025-05-15,2025-05-15 10:17:33
4.0,Paris SG,FRA,1,1948.38012695,2025-05-11,2025-05-17,2025-05-15,2025-05-15 10:17:33
5.0,Barcelona,ESP,1,1946.6295166,2025-05-12,2025-05-15,2025-05-15,2025-05-15 10:17:33
6.0,Man City,ENG,1,1945.0994873,2025-05-12,2025-05-20,2025-05-15,2025-05-15 10:17:33
7.0,Real Madrid,ESP,1,1929.7644043,2025-05-15,2025-05-18,2025-05-15,2025-05-15 10:17:33
9.0,Newcastle,ENG,1,1882.32287598,2025-05-12,2025-05-18,2025-05-15,2025-05-15 10:17:33
10.0,Chelsea,ENG,1,1880.4239502,2025-05-12,2025-05-16,2025-05-15,2025-05-15 10:17:33
11.0,Aston Villa,ENG,1,1877.13720703,2025-05-12,2025-05-16,2025-05-15,2025-05-15 10:17:33
13.0,Atletico,ESP,1,1856.0904541,2025-05-13,2025-05-15,2025-05-15,2025-05-15 10:17:33
16.0,Crystal Palace,ENG,1,1820.27539062,2025-05-12,2025-05-20,2025-05-15,2025-05-15 10:17:33
17.0,Brentford,ENG,1,1820.22595215,2025-05-12,2025-05-18,2025-05-15,2025-05-15 10:17:33
20.0,Bournemouth,ENG,1,1806.68579102,2025-05-11,2025-05-20,2025-05-15,2025-05-15 10:17:33
22.0,Forest,ENG,1,1799.76135254,2025-05-12,2025-05-18,2025-05-15,2025-05-15 10:17:33
24.0,Brighton,ENG,1,1797.83105469,2025-05-12,2025-05-19,2025-05-15,2025-05-15 10:17:33
25.0,Man United,ENG,1,1797.13574219,2025-05-12,2025-05-16,2025-05-15,2025-05-15 10:17:33
28.0,Bilbao,ESP,1,1786.69494629,2025-05-12,2025-05-15,2025-05-15,2025-05-15 10:17:33
31.0,Tottenham,ENG,1,1784.55151367,2025-05-12,2025-05-16,2025-05-15,2025-05-15 10:17:33
33.0,Everton,ENG,1,1776.20056152,2025-05-11,2025-05-18,2025-05-15,2025-05-15 10:17:33
34.0,Fulham,ENG,1,1776.09057617,2025-05-11,2025-05-18,2025-05-15,2025-05-15 10:17:33
35.0,Monaco,FRA,1,1774.39562988,2025-05-11,2025-05-17,2025-05-15,2025-05-15 10:17:33
36.0,Lille,FRA,1,1772.77575684,2025-05-11,2025-05-17,2025-05-15,2025-05-15 10:17:33
37.0,Villarreal,ESP,1,1769.85388184,2025-05-15,2025-05-18,2025-05-15,2025-05-15 10:17:33
38.0,Betis,ESP,1,1765.5447998,2025-05-15,2025-05-15,2025-05-15,2025-05-15 10:17:33
41.0,West Ham,ENG,1,1747.88842773,2025-05-12,2025-05-18,2025-05-15,2025-05-15 10:17:33
43.0,Marseille,FRA,1,1743.6340332,2025-05-12,2025-05-17,2025-05-15,2025-05-15 10:17:33
44.0,Wolves,ENG,1,1739.45275879,2025-05-12,2025-05-20,2025-05-15,2025-05-15 10:17:33
45.0,Lyon,FRA,1,1734.60876465,2025-05-11,2025-05-17,2025-05-15,2025-05-15 10:17:33
47.0,Burnley,ENG,2,1727.22851562,2025-05-09,2025-05-31,2025-05-15,2025-05-15 10:17:33
49.0,Leeds,ENG,2,1719.99133301,2025-05-11,2025-05-31,2025-05-15,2025-05-15 10:17:33
51.0,Strasbourg,FRA,1,1714.25390625,2025-05-11,2025-05-17,2025-05-15,2025-05-15 10:17:33
56.0,Nice,FRA,1,1698.52124023,2025-05-11,2025-05-17,2025-05-15,2025-05-15 10:17:33
58.0,Celta,ESP,1,1694.08081055,2025-05-14,2025-05-18,2025-05-15,2025-05-15 10:17:33
61.0,Brest,FRA,1,1688.52246094,2025-05-15,2025-05-17,2025-05-15,2025-05-15 10:17:33
62.0,Valencia,ESP,1,1685.01464844,2025-05-15,2025-05-18,2025-05-15,2025-05-15 10:17:33
63.0,Osasuna,ESP,1,1676.50439453,2025-05-12,2025-05-15,2025-05-15,2025-05-15 10:17:33
67.0,Lens,FRA,1,1668.26477051,2025-05-15,2025-05-17,2025-05-15,2025-05-15 10:17:33
69.0,Sociedad,ESP,1,1666.20288086,2025-05-15,2025-05-18,2025-05-15,2025-05-15 10:17:33
70.0,Rennes,FRA,1,1663.6932373,2025-05-12,2025-05-17,2025-05-15,2025-05-15 10:17:33
74.0,Girona,ESP,1,1655.05126953,2025-05-14,2025-05-18,2025-05-15,2025-05-15 10:17:33
75.0,Mallorca,ESP,1,1653.79956055,2025-05-15,2025-05-18,2025-05-15,2025-05-15 10:17:33
76.0,Rayo Vallecano,ESP,1,1651.10888672,2025-05-14,2025-05-15,2025-05-15,2025-05-15 10:17:33
77.0,Sevilla,ESP,1,1648.82409668,2025-05-14,2025-05-18,2025-05-15,2025-05-15 10:17:33
81.0,Alaves,ESP,1,1641.1472168,2025-05-15,2025-05-18,2025-05-15,2025-05-15 10:17:33
82.0,Espanyol,ESP,1,1640.96887207,2025-05-15,2025-05-15,2025-05-15,2025-05-15 10:17:33
83.0,Toulouse,FRA,1,1640.94030762,2025-05-15,2025-05-17,2025-05-15,2025-05-15 10:17:33
87.0,Getafe,ESP,1,1634.54260254,2025-05-15,2025-05-15,2025-05-15,2025-05-15 10:17:33
90.0,Auxerre,FRA,1,1624.61022949,2025-05-13,2025-05-17,2025-05-15,2025-05-15 10:17:33
93.0,Leicester,ENG,1,1611.08862305,2025-05-14,2025-05-18,2025-05-15,2025-05-15 10:17:33
97.0,Ipswich,ENG,1,1605.94006348,2025-05-14,2025-05-18,2025-05-15,2025-05-15 10:17:33
,Levante,ESP,2,1597.31506348,2025-05-11,2025-05-16,2025-05-15,2025-05-15 10:17:33
,Lorient,FRA,2,1589.24755859,2025-05-11,2025-05-31,2025-05-15,2025-05-15 10:17:33
,Reims,FRA,1,1586.41650391,2025-05-11,2025-05-17,2025-05-15,2025-05-15 10:17:33
,Leganes,ESP,1,1585.00219727,2025-05-15,2025-05-18,2025-05-15,2025-05-15 10:17:33
,Las Palmas,ESP,1,1583.07104492,2025-05-14,2025-05-18,2025-05-15,2025-05-15 10:17:33
,Elche,ESP,2,1575.0826416,2025-05-11,2025-05-17,2025-05-15,2025-05-15 10:17:33
,Nantes,FRA,1,1572.34643555,2025-05-11,2025-05-17,2025-05-15,2025-05-15 10:17:33
,Oviedo,ESP,2,1566.66467285,2025-05-12,2025-05-18,2025-05-15,2025-05-15 10:17:33
,Metz,FRA,2,1565.55151367,2025-05-11,2025-05-31,2025-05-15,2025-05-15 10:17:33
